UNIT NAME,"INTERCONNECTION REQUEST
 NUMBER (INR)",UNIT CODE,TECHNOLOGY,FUEL,CDR STATUS,CDR RESOURCE ATTRIBUTE ,COUNTY,ZONE,"IN-SERVICE
DATE","INSTALLED CAPACITY
(MW)"
HIGH LONESOME W 2,,HI_LONE_WGR2,WT,WIND-O,OPER,CONV,CROCKETT,WEST,7/1/2021, 122.4 
HIGH LONESOME W 2A,,HI_LONE_WGR2A,WT,WIND-O,OPER,CONV,CROCKETT,WEST,7/1/2021, 25.3 
HIGH LONESOME W 3,,HI_LONE_WGR3,WT,WIND-O,OPER,CONV,CROCKETT,WEST,7/1/2021, 127.5 
HIGH LONESOME W 4,,HI_LONE_WGR4,WT,WIND-O,OPER,CONV,CROCKETT,WEST,7/1/2021, 101.5 
HORSE CREEK WIND 1,,HORSECRK_UNIT1,WT,WIND-O,OPER,CONV,HASKELL,WEST,1/23/2017, 134.8 
HORSE CREEK WIND 2,,HORSECRK_UNIT2,WT,WIND-O,OPER,CONV,HASKELL,WEST,1/23/2017, 101.7 
HORSE HOLLOW WIND 1,,H_HOLLOW_WND1,WT,WIND-O,OPER,CONV,TAYLOR,WEST,6/1/2005, 230.0 
HORSE HOLLOW WIND 2,,HHOLLOW2_WIND1,WT,WIND-O,OPER,CONV,TAYLOR,WEST,6/1/2006, 184.0 
HORSE HOLLOW WIND 3,,HHOLLOW3_WND_1,WT,WIND-O,OPER,CONV,TAYLOR,WEST,6/1/2006, 241.4 
HORSE HOLLOW WIND 4,,HHOLLOW4_WND1,WT,WIND-O,OPER,CONV,TAYLOR,WEST,6/1/2006, 115.0 
INADALE WIND 1,,INDL_INADALE1,WT,WIND-O,OPER,CONV,NOLAN,WEST,12/18/2008, 95.0 
INADALE WIND 2,,INDL_INADALE2,WT,WIND-O,OPER,CONV,NOLAN,WEST,12/18/2008, 102.0 
INDIAN MESA WIND,,INDNNWP_INDNNWP2,WT,WIND-O,OPER,CONV,PECOS,WEST,6/1/2001, 91.8 
INERTIA WIND U1,,INRT_W_UNIT1,WT,WIND-O,OPER,CONV,HASKELL,WEST,11/1/2023, 67.7 
INERTIA WIND U2,,INRT_W_UNIT2,WT,WIND-O,OPER,CONV,HASKELL,WEST,11/1/2023, 27.7 
INERTIA WIND U3,,INRT_W_UNIT3,WT,WIND-O,OPER,CONV,HASKELL,WEST,11/1/2023, 205.9 
JAVELINA I WIND 18,,BORDAS_JAVEL18,WT,WIND-O,OPER,CONV,WEBB,SOUTH,12/23/2015, 19.7 
JAVELINA I WIND 20,,BORDAS_JAVEL20,WT,WIND-O,OPER,CONV,WEBB,SOUTH,12/23/2015, 230.0 
JAVELINA II WIND 1,,BORDAS2_JAVEL2_A,WT,WIND-O,OPER,CONV,WEBB,SOUTH,2/3/2017, 96.0 
JAVELINA II WIND 2,,BORDAS2_JAVEL2_B,WT,WIND-O,OPER,CONV,WEBB,SOUTH,2/3/2017, 74.0 
JAVELINA II WIND 3,,BORDAS2_JAVEL2_C,WT,WIND-O,OPER,CONV,WEBB,SOUTH,2/3/2017, 30.0 
JUMBO ROAD WIND 1,,HRFDWIND_JRDWIND1,WT,WIND-P,OPER,CONV,DEAF SMITH,PANHANDLE,4/9/2015, 146.2 
JUMBO ROAD WIND 2,,HRFDWIND_JRDWIND2,WT,WIND-P,OPER,CONV,DEAF SMITH,PANHANDLE,4/9/2015, 153.6 
KARANKAWA WIND 1A,,KARAKAW1_UNIT1,WT,WIND-C,OPER,CONV,SAN PATRICIO,COASTAL,12/30/2019, 103.3 
KARANKAWA WIND 1B,,KARAKAW1_UNIT2,WT,WIND-C,OPER,CONV,SAN PATRICIO,COASTAL,12/30/2019, 103.3 
KARANKAWA WIND 2,,KARAKAW2_UNIT3,WT,WIND-C,OPER,CONV,SAN PATRICIO,COASTAL,12/30/2019, 100.4 
KEECHI WIND,,KEECHI_U1,WT,WIND-O,OPER,CONV,JACK,NORTH,11/15/2014, 110.0 
KING MOUNTAIN WIND (NE),,KING_NE_KINGNE,WT,WIND-O,OPER,CONV,UPTON,WEST,11/8/2001, 79.7 
KING MOUNTAIN WIND (NW),,KING_NW_KINGNW,WT,WIND-O,OPER,CONV,UPTON,WEST,9/21/2001, 79.7 
KING MOUNTAIN WIND (SE),,KING_SE_KINGSE,WT,WIND-O,OPER,CONV,UPTON,WEST,12/1/2001, 40.5 
KING MOUNTAIN WIND (SW),,KING_SW_KINGSW,WT,WIND-O,OPER,CONV,UPTON,WEST,8/12/2001, 79.7 
LANGFORD WIND POWER,,LGD_LANGFORD,WT,WIND-O,OPER,CONV,TOM GREEN,WEST,10/31/2009, 160.0 
LACY CREEK WIND U1,,LACY_CRK_UNIT1,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,4/2/2024, 135.4 
LACY CREEK WIND U2,,LACY_CRK_UNIT2,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,4/2/2024, 15.1 
LACY CREEK WIND U3,,LACY_CRK_UNIT3,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,4/2/2024, 138.2 
LACY CREEK WIND U4,,LACY_CRK_UNIT4,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,4/2/2024, 12.6 
LAS MAJADAS WIND U1,,LMAJADAS_UNIT1,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,7/13/2023, 110.0 
LAS MAJADAS WIND U2,,LMAJADAS_UNIT2,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,7/13/2023, 24.0 
LAS MAJADAS WIND U3,,LMAJADAS_UNIT3,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,7/13/2023, 138.6 
LOCKETT WIND FARM,,LOCKETT_UNIT1,WT,WIND-O,OPER,CONV,WILBARGER,WEST,9/19/2019, 183.7 
LOGANS GAP WIND I U1,,LGW_UNIT1,WT,WIND-O,OPER,CONV,COMANCHE,NORTH,9/30/2015, 106.3 
LOGANS GAP WIND I U2,,LGW_UNIT2,WT,WIND-O,OPER,CONV,COMANCHE,NORTH,9/30/2015, 103.9 
LONE STAR WIND 1 (MESQUITE),,LNCRK_G83,WT,WIND-O,OPER,CONV,SHACKELFORD,WEST,11/21/2006, 194.0 
LONE STAR WIND 2 (POST OAK) U1,,LNCRK2_G871,WT,WIND-O,OPER,CONV,SHACKELFORD,WEST,9/15/2007, 98.0 
LONE STAR WIND 2 (POST OAK) U2,,LNCRK2_G872,WT,WIND-O,OPER,CONV,SHACKELFORD,WEST,9/15/2007, 100.0 
LONGHORN WIND NORTH U1,,LHORN_N_UNIT1,WT,WIND-P,OPER,CONV,FLOYD,PANHANDLE,9/21/2015, 100.0 
LONGHORN WIND NORTH U2,,LHORN_N_UNIT2,WT,WIND-P,OPER,CONV,FLOYD,PANHANDLE,9/21/2015, 100.0 
LORAINE WINDPARK I,,LONEWOLF_G1,WT,WIND-O,OPER,CONV,MITCHELL,WEST,2/16/2010, 48.0 
LORAINE WINDPARK II,,LONEWOLF_G2,WT,WIND-O,OPER,CONV,MITCHELL,WEST,2/16/2010, 51.0 
LORAINE WINDPARK III,,LONEWOLF_G3,WT,WIND-O,OPER,CONV,MITCHELL,WEST,3/1/2011, 25.5 
LORAINE WINDPARK IV,,LONEWOLF_G4,WT,WIND-O,OPER,CONV,MITCHELL,WEST,3/1/2011, 24.0 
LOS VIENTOS III WIND,,LV3_UNIT_1,WT,WIND-O,OPER,CONV,STARR,SOUTH,1/29/2015, 200.0 
LOS VIENTOS IV WIND,,LV4_UNIT_1,WT,WIND-O,OPER,CONV,STARR,SOUTH,6/6/2016, 200.0 
LOS VIENTOS V WIND,,LV5_UNIT_1,WT,WIND-O,OPER,CONV,STARR,SOUTH,9/1/2016, 110.0 
LOS VIENTOS WIND I,,LV1_LV1A,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,8/30/2013, 200.1 
LOS VIENTOS WIND II,,LV2_LV2,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,8/30/2013, 201.6 
MAGIC VALLEY WIND (REDFISH) 1A,,REDFISH_MV1A,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,9/27/2012, 99.8 
MAGIC VALLEY WIND (REDFISH) 1B,,REDFISH_MV1B,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,9/27/2012, 103.5 
MARIAH DEL NORTE 1,,MARIAH_NORTE1,WT,WIND-P,OPER,CONV,PARMER,PANHANDLE,3/8/2017, 115.2 
MARIAH DEL NORTE 2,,MARIAH_NORTE2,WT,WIND-P,OPER,CONV,PARMER,PANHANDLE,3/8/2017, 115.2 
MAVERICK CREEK WIND WEST U1,,MAVCRK_W_UNIT1,WT,WIND-O,OPER,CONV,CONCHO,WEST,3/29/2022, 201.6 
MAVERICK CREEK WIND WEST U2,,MAVCRK_W_UNIT2,WT,WIND-O,OPER,CONV,CONCHO,WEST,3/29/2022, 11.1 
MAVERICK CREEK WIND WEST U3,,MAVCRK_W_UNIT3,WT,WIND-O,OPER,CONV,CONCHO,WEST,3/29/2022, 33.6 
MAVERICK CREEK WIND WEST U4,,MAVCRK_W_UNIT4,WT,WIND-O,OPER,CONV,CONCHO,WEST,3/29/2022, 22.2 
MAVERICK CREEK WIND EAST U1,,MAVCRK_E_UNIT5,WT,WIND-O,OPER,CONV,CONCHO,WEST,3/29/2022, 71.4 
MAVERICK CREEK WIND EAST U2,,MAVCRK_E_UNIT6,WT,WIND-O,OPER,CONV,CONCHO,WEST,3/29/2022, 33.3 
MAVERICK CREEK WIND EAST U3,,MAVCRK_E_UNIT7,WT,WIND-O,OPER,CONV,CONCHO,WEST,3/29/2022, 22.0 
MAVERICK CREEK WIND EAST U4,,MAVCRK_E_UNIT8,WT,WIND-O,OPER,CONV,CONCHO,WEST,3/29/2022, 20.0 
MAVERICK CREEK WIND EAST U5,,MAVCRK_E_UNIT9,WT,WIND-O,OPER,CONV,CONCHO,WEST,3/29/2022, 76.8 
MCADOO WIND,,MWEC_G1,WT,WIND-P,OPER,CONV,DICKENS,PANHANDLE,7/31/2008, 150.0 
MESQUITE CREEK WIND 1,,MESQCRK_WND1,WT,WIND-O,OPER,CONV,DAWSON,WEST,4/15/2015, 105.6 
MESQUITE CREEK WIND 2,,MESQCRK_WND2,WT,WIND-O,OPER,CONV,DAWSON,WEST,4/15/2015, 105.6 
MIAMI WIND G1,,MIAM1_G1,WT,WIND-P,OPER,CONV,ROBERTS,PANHANDLE,12/4/2014, 144.3 
MIAMI WIND G2,,MIAM1_G2,WT,WIND-P,OPER,CONV,ROBERTS,PANHANDLE,12/4/2014, 144.3 
MIDWAY WIND,,MIDWIND_UNIT1,WT,WIND-C,OPER,CONV,SAN PATRICIO,COASTAL,8/15/2019, 162.8 
NIELS BOHR WIND A (BEARKAT WIND A),,NBOHR_UNIT1,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,12/29/2017, 196.6 
NOTREES WIND 1,,NWF_NWF1,WT,WIND-O,OPER,CONV,WINKLER,WEST,4/1/2009, 92.6 
NOTREES WIND 2,,NWF_NWF2,WT,WIND-O,OPER,CONV,WINKLER,WEST,4/1/2009, 60.0 
OCOTILLO WIND,,OWF_OWF,WT,WIND-O,OPER,CONV,HOWARD,WEST,11/1/2008, 54.6 
OLD SETTLER WIND,,COTPLNS_OLDSETLR,WT,WIND-P,OPER,CONV,FLOYD,PANHANDLE,1/12/2017, 151.2 
OVEJA WIND U1,,OVEJA_G1,WT,WIND-O,OPER,CONV,IRION,WEST,10/20/2021, 151.2 
OVEJA WIND U2,,OVEJA_G2,WT,WIND-O,OPER,CONV,IRION,WEST,10/20/2021, 151.2 
PALMAS ALTAS WIND,,PALMWIND_UNIT1,WT,WIND-C,OPER,CONV,CAMERON,COASTAL,11/12/2020, 144.9 
PANHANDLE WIND 1 U1,,PH1_UNIT1,WT,WIND-P,OPER,CONV,CARSON,PANHANDLE,7/30/2014, 109.2 
PANHANDLE WIND 1 U2,,PH1_UNIT2,WT,WIND-P,OPER,CONV,CARSON,PANHANDLE,7/30/2014, 109.2 
PANHANDLE WIND 2 U1,,PH2_UNIT1,WT,WIND-P,OPER,CONV,CARSON,PANHANDLE,11/11/2014, 94.2 
PANHANDLE WIND 2 U2,,PH2_UNIT2,WT,WIND-P,OPER,CONV,CARSON,PANHANDLE,11/11/2014, 96.6 
PANTHER CREEK WIND 1,,PC_NORTH_PANTHER1,WT,WIND-O,OPER,CONV,HOWARD,WEST,7/18/2008, 149.2 
PANTHER CREEK WIND 2,,PC_SOUTH_PANTHER2,WT,WIND-O,OPER,CONV,HOWARD,WEST,12/20/2019, 123.3 
PANTHER CREEK WIND 3 A,,PC_SOUTH_PANTH31,WT,WIND-O,OPER,CONV,HOWARD,WEST,1/5/2022, 106.9 
PANTHER CREEK WIND 3 B,,PC_SOUTH_PANTH32,WT,WIND-O,OPER,CONV,HOWARD,WEST,1/5/2022, 108.5 
PAPALOTE CREEK WIND,,PAP1_PAP1,WT,WIND-C,OPER,CONV,SAN PATRICIO,COASTAL,9/4/2009, 179.9 
PAPALOTE CREEK WIND II,,COTTON_PAP2,WT,WIND-C,OPER,CONV,SAN PATRICIO,COASTAL,6/1/2010, 200.1 
PECOS WIND 1 (WOODWARD),,WOODWRD1_WOODWRD1,WT,WIND-O,OPER,CONV,PECOS,WEST,7/31/2001, 91.7 
PECOS WIND 2 (WOODWARD),,WOODWRD2_WOODWRD2,WT,WIND-O,OPER,CONV,PECOS,WEST,7/31/2001, 86.0 
PENASCAL WIND 1,,PENA_UNIT1,WT,WIND-C,OPER,CONV,KENEDY,COASTAL,4/22/2009, 160.8 
PENASCAL WIND 2,,PENA_UNIT2,WT,WIND-C,OPER,CONV,KENEDY,COASTAL,4/22/2009, 141.6 
PENASCAL WIND 3,,PENA3_UNIT3,WT,WIND-C,OPER,CONV,KENEDY,COASTAL,8/2/2011, 100.8 
PEYTON CREEK WIND,,PEY_UNIT1,WT,WIND-C,OPER,CONV,MATAGORDA,COASTAL,6/4/2020, 151.2 
PYRON WIND 1,,PYR_PYRON1,WT,WIND-O,OPER,CONV,NOLAN,WEST,12/23/2008, 131.2 
PYRON WIND 2,,PYR_PYRON2,WT,WIND-O,OPER,CONV,NOLAN,WEST,12/23/2008, 137.7 
RANCHERO WIND U1,,RANCHERO_UNIT1,WT,WIND-O,OPER,CONV,CROCKETT,WEST,5/4/2020, 150.0 
RANCHERO WIND U2,,RANCHERO_UNIT2,WT,WIND-O,OPER,CONV,CROCKETT,WEST,5/4/2020, 150.0 
RATTLESNAKE I WIND ENERGY CENTER G1,,RSNAKE_G1,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,9/21/2015, 109.2 
RATTLESNAKE I WIND ENERGY CENTER G2,,RSNAKE_G2,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,9/21/2015, 109.2 
RED CANYON WIND,,RDCANYON_RDCNY1,WT,WIND-O,OPER,CONV,BORDEN,WEST,4/15/2006, 89.6 
RELOJ DEL SOL WIND U1,,RELOJ_UNIT1,WT,WIND-O,OPER,CONV,ZAPATA,SOUTH,8/3/2022, 55.4 
RELOJ DEL SOL WIND U2,,RELOJ_UNIT2,WT,WIND-O,OPER,CONV,ZAPATA,SOUTH,8/3/2022, 48.0 
RELOJ DEL SOL WIND U3,,RELOJ_UNIT3,WT,WIND-O,OPER,CONV,ZAPATA,SOUTH,8/3/2022, 83.1 
RELOJ DEL SOL WIND U4,,RELOJ_UNIT4,WT,WIND-O,OPER,CONV,ZAPATA,SOUTH,8/3/2022, 22.8 
ROCK SPRINGS VAL VERDE WIND (FERMI) 1,,FERMI_WIND1,WT,WIND-O,OPER,CONV,VAL VERDE,WEST,10/26/2017, 121.9 
ROCK SPRINGS VAL VERDE WIND (FERMI) 2,,FERMI_WIND2,WT,WIND-O,OPER,CONV,VAL VERDE,WEST,10/26/2017, 27.4 
ROSCOE WIND,,TKWSW1_ROSCOE,WT,WIND-O,OPER,CONV,NOLAN,WEST,2/20/2008, 114.0 
ROSCOE WIND 2A,,TKWSW1_ROSCOE2A,WT,WIND-O,OPER,CONV,NOLAN,WEST,2/20/2008, 95.0 
ROUTE 66 WIND,,ROUTE_66_WIND1,WT,WIND-P,OPER,CONV,CARSON,PANHANDLE,8/11/2015, 150.0 
RTS 2 WIND (HEART OF TEXAS WIND) U1,,RTS2_U1,WT,WIND-O,OPER,CONV,MCCULLOCH,SOUTH,5/14/2021, 89.9 
RTS 2 WIND (HEART OF TEXAS WIND) U2,,RTS2_U2,WT,WIND-O,OPER,CONV,MCCULLOCH,SOUTH,5/14/2021, 89.9 
RTS WIND,,RTS_U1,WT,WIND-O,OPER,CONV,MCCULLOCH,SOUTH,9/7/2018, 160.0 
SAGE DRAW WIND U1,,SAGEDRAW_UNIT1,WT,WIND-O,OPER,CONV,LYNN,WEST,5/4/2022, 169.2 
SAGE DRAW WIND U2,,SAGEDRAW_UNIT2,WT,WIND-O,OPER,CONV,LYNN,WEST,5/4/2022, 169.2 
SALT FORK 1 WIND U1,,SALTFORK_UNIT1,WT,WIND-P,OPER,CONV,DONLEY,PANHANDLE,6/13/2017, 64.0 
SALT FORK 1 WIND U2,,SALTFORK_UNIT2,WT,WIND-P,OPER,CONV,DONLEY,PANHANDLE,6/13/2017, 110.0 
SAN ROMAN WIND,,SANROMAN_WIND_1,WT,WIND-C,OPER,CONV,CAMERON,COASTAL,8/25/2016, 95.3 
SAND BLUFF WIND U1,,MCDLD_SB1_2,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,12/15/2022, 71.4 
SAND BLUFF WIND U2,,MCDLD_SB3_282,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,12/15/2022, 14.1 
SAND BLUFF WIND U3,,MCDLD_SB4_G87,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,12/15/2022, 4.0 
SENATE WIND,,SENATEWD_UNIT1,WT,WIND-O,OPER,CONV,JACK,NORTH,12/1/2012, 150.0 
SENDERO WIND ENERGY,,EXGNSND_WIND_1,WT,WIND-O,OPER,CONV,JIM HOGG,SOUTH,12/22/2015, 78.0 
SEYMOUR HILLS WIND (S_HILLS WIND),,S_HILLS_UNIT1,WT,WIND-O,OPER,CONV,BAYLOR,WEST,8/7/2019, 30.2 
SHAFFER (PATRIOT WIND/PETRONILLA),,SHAFFER_UNIT1,WT,WIND-C,OPER,CONV,NUECES,COASTAL,6/8/2021, 226.1 
SHANNON WIND,,SHANNONW_UNIT_1,WT,WIND-O,OPER,CONV,CLAY,WEST,12/23/2015, 204.1 
SHEEP CREEK WIND,,SHEEPCRK_UNIT1,WT,WIND-O,OPER,CONV,EASTLAND,NORTH,10/1/2024, 150.0 
SHERBINO 2 WIND,,KEO_SHRBINO2,WT,WIND-O,OPER,CONV,PECOS,WEST,12/21/2011, 132.0 
SILVER STAR WIND,,FLTCK_SSI,WT,WIND-O,OPER,CONV,ERATH,NORTH,9/26/2008, 52.8 
SOUTH PLAINS WIND 1 U1,,SPLAIN1_WIND1,WT,WIND-P,OPER,CONV,FLOYD,PANHANDLE,11/13/2015, 102.0 
SOUTH PLAINS WIND 1 U2,,SPLAIN1_WIND2,WT,WIND-P,OPER,CONV,FLOYD,PANHANDLE,11/13/2015, 98.0 
SOUTH PLAINS WIND 2 U1,,SPLAIN2_WIND21,WT,WIND-P,OPER,CONV,FLOYD,PANHANDLE,6/8/2016, 148.5 
SOUTH PLAINS WIND 2 U2,,SPLAIN2_WIND22,WT,WIND-P,OPER,CONV,FLOYD,PANHANDLE,6/8/2016, 151.8 
SOUTH TRENT WIND,,STWF_T1,WT,WIND-O,OPER,CONV,NOLAN,WEST,10/29/2008, 101.2 
SPINNING SPUR WIND TWO A,,SSPURTWO_WIND_1,WT,WIND-P,OPER,CONV,OLDHAM,PANHANDLE,6/19/2014, 161.0 
SPINNING SPUR WIND TWO B,,SSPURTWO_SS3WIND2,WT,WIND-P,OPER,CONV,OLDHAM,PANHANDLE,10/13/2015, 98.0 
SPINNING SPUR WIND TWO C,,SSPURTWO_SS3WIND1,WT,WIND-P,OPER,CONV,OLDHAM,PANHANDLE,10/13/2015, 96.0 
STANTON WIND ENERGY,,SWEC_G1,WT,WIND-O,OPER,CONV,MARTIN,WEST,1/28/2008, 123.6 
STELLA WIND,,STELLA_UNIT1,WT,WIND-C,OPER,CONV,KENEDY,COASTAL,12/19/2018, 201.0 
STEPHENS RANCH WIND 1,,SRWE1_UNIT1,WT,WIND-O,OPER,CONV,BORDEN,WEST,12/29/2014, 213.8 
STEPHENS RANCH WIND 2,,SRWE1_SRWE2,WT,WIND-O,OPER,CONV,BORDEN,WEST,5/21/2015, 166.5 
SWEETWATER WIND 1,,SWEETWND_WND1,WT,WIND-O,OPER,CONV,NOLAN,WEST,11/20/2003, 42.5 
SWEETWATER WIND 2A,,SWEETWN2_WND24,WT,WIND-O,OPER,CONV,NOLAN,WEST,3/21/2006, 16.0 
SWEETWATER WIND 2B,,SWEETWN2_WND2,WT,WIND-O,OPER,CONV,NOLAN,WEST,11/22/2004, 110.8 
SWEETWATER WIND 3A,,SWEETWN3_WND3A,WT,WIND-O,OPER,CONV,NOLAN,WEST,8/2/2011, 33.6 
SWEETWATER WIND 3B,,SWEETWN3_WND3B,WT,WIND-O,OPER,CONV,NOLAN,WEST,8/2/2011, 118.6 
SWEETWATER WIND 4-4A,,SWEETWN4_WND4A,WT,WIND-O,OPER,CONV,NOLAN,WEST,3/21/2007, 125.0 
SWEETWATER WIND 4-4B,,SWEETWN4_WND4B,WT,WIND-O,OPER,CONV,NOLAN,WEST,3/21/2007, 112.0 
SWEETWATER WIND 4-5,,SWEETWN5_WND5,WT,WIND-O,OPER,CONV,NOLAN,WEST,11/1/2007, 85.0 
TAHOKA WIND 1,,TAHOKA_UNIT_1,WT,WIND-O,OPER,CONV,LYNN,WEST,3/1/2019, 150.0 
TAHOKA WIND 2,,TAHOKA_UNIT_2,WT,WIND-O,OPER,CONV,LYNN,WEST,3/1/2019, 150.0 
TEXAS BIG SPRING WIND A,,SGMTN_SIGNALMT,WT,WIND-O,OPER,CONV,HOWARD,WEST,5/27/1999, 27.7 
TG EAST WIND U1,,TRUSGILL_UNIT1,WT,WIND-O,OPER,CONV,KNOX,WEST,12/8/2022, 42.0 
TG EAST WIND U2,,TRUSGILL_UNIT2,WT,WIND-O,OPER,CONV,KNOX,WEST,12/8/2022, 44.8 
TG EAST WIND U3,,TRUSGILL_UNIT3,WT,WIND-O,OPER,CONV,KNOX,WEST,12/8/2022, 42.0 
TG EAST WIND U4,,TRUSGILL_UNIT4,WT,WIND-O,OPER,CONV,KNOX,WEST,12/8/2022, 207.2 
TORRECILLAS WIND 1,,TORR_UNIT1_25,WT,WIND-O,OPER,CONV,WEBB,SOUTH,11/7/2019, 150.0 
TORRECILLAS WIND 2,,TORR_UNIT2_23,WT,WIND-O,OPER,CONV,WEBB,SOUTH,11/7/2019, 23.0 
TORRECILLAS WIND 3,,TORR_UNIT2_25,WT,WIND-O,OPER,CONV,WEBB,SOUTH,11/7/2019, 127.5 
TRENT WIND 1 A,,TRENT_TRENT,WT,WIND-O,OPER,CONV,NOLAN,WEST,7/9/2001, 38.3 
TRENT WIND 1 B,,TRENT_UNIT_1B,WT,WIND-O,OPER,CONV,NOLAN,WEST,8/1/2018, 15.6 
TRENT WIND 2,,TRENT_UNIT_2,WT,WIND-O,OPER,CONV,NOLAN,WEST,8/1/2018, 50.5 
TRENT WIND 3 A,,TRENT_UNIT_3A,WT,WIND-O,OPER,CONV,NOLAN,WEST,8/1/2018, 38.3 
TRENT WIND 3 B,,TRENT_UNIT_3B,WT,WIND-O,OPER,CONV,NOLAN,WEST,8/1/2018, 13.8 
TRINITY HILLS WIND 1,,TRINITY_TH1_BUS1,WT,WIND-O,OPER,CONV,ARCHER,WEST,2/3/2012, 103.4 
TRINITY HILLS WIND 2,,TRINITY_TH1_BUS2,WT,WIND-O,OPER,CONV,ARCHER,WEST,2/3/2012, 94.6 
TSTC WEST TEXAS WIND,,DG_ROSC2_1UNIT,WT,WIND-O,OPER,CONV-SODG,NOLAN,WEST,1/1/2008, 2.0 
TURKEY TRACK WIND,,TTWEC_G1,WT,WIND-O,OPER,CONV,NOLAN,WEST,11/6/2008, 174.6 
TYLER BLUFF WIND,,TYLRWIND_UNIT1,WT,WIND-O,OPER,CONV,COOKE,NORTH,10/18/2016, 125.6 
VENADO WIND U1,,VENADO_UNIT1,WT,WIND-O,OPER,CONV,ZAPATA,SOUTH,12/6/2021, 105.0 
VENADO WIND U2,,VENADO_UNIT2,WT,WIND-O,OPER,CONV,ZAPATA,SOUTH,12/6/2021, 96.6 
VERA WIND 1,,VERAWIND_UNIT1,WT,WIND-O,OPER,CONV,KNOX,WEST,5/26/2021, 12.0 
VERA WIND 2,,VERAWIND_UNIT2,WT,WIND-O,OPER,CONV,KNOX,WEST,5/26/2021, 7.2 
VERA WIND 3,,VERAWIND_UNIT3,WT,WIND-O,OPER,CONV,KNOX,WEST,5/26/2021, 100.8 
VERA WIND 4,,VERAWIND_UNIT4,WT,WIND-O,OPER,CONV,KNOX,WEST,5/26/2021, 22.0 
VERA WIND 5,,VERAWIND_UNIT5,WT,WIND-O,OPER,CONV,KNOX,WEST,5/26/2021, 100.8 
VERTIGO WIND (FORMERLY GREEN PASTURES WIND 2),,VERTIGO_WIND_I,WT,WIND-O,OPER,CONV,BAYLOR,WEST,1/26/2015, 150.0 
VORTEX WIND U1,,VORTEX_WIND1,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/15/2024, 153.6 
VORTEX WIND U2,,VORTEX_WIND2,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/15/2024, 24.2 
VORTEX WIND U3,,VORTEX_WIND3,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/15/2024, 158.4 
VORTEX WIND U4,,VORTEX_WIND4,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/13/2022, 14.0 
WAKE WIND 1,,WAKEWE_G1,WT,WIND-P,OPER,CONV,DICKENS,PANHANDLE,10/28/2016, 114.9 
WAKE WIND 2,,WAKEWE_G2,WT,WIND-P,OPER,CONV,DICKENS,PANHANDLE,10/28/2016, 142.4 
WEST RAYMOND (EL TRUENO) WIND U1,,TRUENO_UNIT1,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,10/26/2021, 116.6 
WEST RAYMOND (EL TRUENO) WIND U2,,TRUENO_UNIT2,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,10/26/2021, 123.2 
WESTERN TRAIL WIND (AJAX WIND) U1,,AJAXWIND_UNIT1,WT,WIND-O,OPER,CONV,WILBARGER,WEST,1/26/2022, 225.6 
WESTERN TRAIL WIND (AJAX WIND) U2,,AJAXWIND_UNIT2,WT,WIND-O,OPER,CONV,WILBARGER,WEST,1/26/2022, 141.0 
WHIRLWIND ENERGY,,WEC_WECG1,WT,WIND-P,OPER,CONV,FLOYD,PANHANDLE,11/9/2007, 59.8 
WHITETAIL WIND,,EXGNWTL_WIND_1,WT,WIND-O,OPER,CONV,WEBB,SOUTH,12/20/2012, 92.3 
WHITE MESA WIND U1,,WHMESA_UNIT1,WT,WIND-O,OPER,CONV,CROCKETT,WEST,9/1/2022, 152.3 
WHITE MESA 2 WIND U1,,WHMESA_UNIT2_23,WT,WIND-O,OPER,CONV,CROCKETT,WEST,9/13/2022, 13.9 
WHITE MESA 2 WIND U2,,WHMESA_UNIT2_28,WT,WIND-O,OPER,CONV,CROCKETT,WEST,9/13/2022, 183.3 
WHITE MESA 2 WIND U3,,WHMESA_UNIT3_23,WT,WIND-O,OPER,CONV,CROCKETT,WEST,9/13/2022, 18.6 
WHITE MESA 2 WIND U4,,WHMESA_UNIT3_28,WT,WIND-O,OPER,CONV,CROCKETT,WEST,9/13/2022, 132.5 
